Tue Dec 20 09:55:15 2022    output.dat

         38911626 function calls (38190086 primitive calls) in 921.456 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      192    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/colors.py:96(_sanitize_extrema)
      191    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/shape_base.py:608(_column_stack_dispatcher)
      191    0.001    0.000    0.003    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/shape_base.py:612(column_stack)
      191    0.000    0.000    0.005    0.000 <__array_function__ internals>:177(column_stack)
      188    0.006    0.000    0.022    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:649(recache)
      188    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:1581(<lambda>)
      188    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:416(_broadcast_shape)
      188    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:476(_broadcast_arrays_dispatcher)
      188    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:538(<listcomp>)
      188    0.001    0.000    0.003    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:480(broadcast_arrays)
      188    0.000    0.000    0.004    0.000 <__array_function__ internals>:177(broadcast_arrays)
      185    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      184    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/artist.py:271(axes)
      184    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:1315(_diff_dispatcher)
      184    0.002    0.000    0.002    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:1319(diff)
      184    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(diff)
      182    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:25(get_rotation)
      182    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:224(get_rotation)
      182    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:235(get_transform_rotates_text)
      182    0.001    0.000    0.002    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:1227(_preprocess_math)
      182    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:1295(get_parse_math)
      180    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:1149(_set_markercolor)
      180    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
      176    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      176    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      176    0.001    0.000    0.006    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/axis.py:514(update_position)
      174    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/artist.py:1171(<dictcomp>)
      173    0.000    0.000    0.007    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:813(from_bounds)
      173    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:184(__init__)
      172    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/spines.py:556(__getitem__)
      171    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      168    0.003    0.000    0.035    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:224(draw_text)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:295(get_canvas_width_height)
      168    0.007    0.000    0.008    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      168    0.004    0.000    0.004    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      168    0.003    0.000    0.187    0.001 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/axis.py:291(draw)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:539(get_wrap)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:620(_get_wrapped_text)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:741(get_color)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/backend_bases.py:639(flipy)
      168    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:253(__bool__)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:282(get_joinstyle)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:285(get_capstyle)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:288(get_marker)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:336(get_path)
      168    0.000    0.000    0.003    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:345(get_transform)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:352(get_alt_path)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:368(get_snap_threshold)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:596(get_markevery)
      168    0.001    0.000    0.003    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:692(_transform_path)
      168    0.000    0.000    0.003    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:707(_get_transformed_path)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:871(get_drawstyle)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:903(get_markeredgecolor)
      168    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
      168    0.003    0.000    0.003    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      168    0.001    0.000    0.002    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:2741(__init__)
      168    0.001    0.000    0.005    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:2756(_revalidate)
      168    0.000    0.000    0.006    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:2769(get_transformed_points_and_affine)
      168    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:2796(get_affine)
      168    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/ma/core.py:3211(__getitem__)
      168    0.001    0.000    0.011    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/ma/core.py:6600(array)
      168    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
      168    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
      162    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/h5py/_hl/base.py:305(id)
      161    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      158    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/axis.py:547(locator)
      157    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:374(width)
      157    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:380(height)
      156    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:834(get_position)
      146    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:519(_in1d_dispatcher)
      146    0.043    0.000    0.089    0.001 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:523(in1d)
      146    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:784(_setdiff1d_dispatcher)
      146    0.016    0.000    0.234    0.002 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:788(setdiff1d)
      146    0.000    0.000    0.091    0.001 <__array_function__ internals>:177(in1d)
      146    0.001    0.000    0.236    0.002 <__array_function__ internals>:177(setdiff1d)
      144    0.003    0.000    0.008    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/patches.py:554(_bind_draw_path_function)
      143    0.000    0.000    0.000    0.000 <string>:1(__new__)
      143    0.002    0.000    0.003    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/artist.py:149(__init__)
      142    0.000    0.000    0.005    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:219(__init__)
      142    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:266(_set_fillstyle)
      142    0.001    0.000    0.004    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:295(_set_marker)
      142    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/artist.py:723(set_figure)
      141    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
      141    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:1109(get_default_size)
      141    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/artist.py:1001(set_visible)
      138    0.000    0.000    0.009    0.000 {method 'clip' of 'numpy.ndarray' objects}
      138    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2081(_clip_dispatcher)
      138    0.000    0.000    0.011    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2085(clip)
      138    0.004    0.000    0.004    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/_methods.py:107(_clip_dep_invoke_with_casting)
      138    0.002    0.000    0.009    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/_methods.py:126(_clip)
      138    0.001    0.000    0.012    0.000 <__array_function__ internals>:177(clip)
      137    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:61(_scale_dashes)
      133    6.406    0.048    6.406    0.048 {method 'rand' of 'numpy.random.mtrand.RandomState' objects}
      133    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:743(_union1d_dispatcher)
      133    0.001    0.000    0.013    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/lib/arraysetops.py:747(union1d)
      133    0.001    0.000    0.014    0.000 <__array_function__ internals>:177(union1d)
      133   25.250    0.190   34.713    0.261 /home/vbundu/tumor_growth/TumorSim.py:1102(Spreadhotpoint)
      133    1.543    0.012    6.655    0.050 /home/vbundu/tumor_growth/TumorSim.py:1114(SproutCheck)
      130    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      127    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1424(debug)
      127    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1689(isEnabledFor)
      127    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:356(issubdtype)
      126    0.002    0.000    0.013    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/colors.py:1180(process_value)
      126    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/multiarray.py:613(min_scalar_type)
      126    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(min_scalar_type)
      123    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/artist.py:426(set_transform)
      122    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:769(get_size)
      122    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:1122(_expand_aliases)
      122    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:1130(score_family)
      122    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:1160(score_style)
      122    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:1177(score_variant)
      122    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:1188(score_stretch)
      122    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:1206(score_weight)
      122    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:1224(score_size)
      121    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      120    0.000    0.000    0.004    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:1138(set_position)
      120    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:630(set_data)
      120    0.002    0.000    0.008    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:487(transformed)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:760(__iter__)
      119    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
   117/38    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:2380(_invalidate_internal)
      117    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:392(__subclasshook__)
      116    0.001    0.000    0.011    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/patches.py:276(get_transform)
   110/60    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/axes/_base.py:840(get_xaxis_transform)
      110    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/cycler.py:239(__iter__)
      110    0.002    0.000    0.003    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:2839(nonsingular)
      110    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:458(__new__)
      110    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:540(smallest_normal)
      110    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/getlimits.py:563(tiny)
      109    0.000    0.000    0.002    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/colors.py:111(is_color_like)
      109    0.000    0.000    0.002    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/colors.py:124(_check_color_like)
      108    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/axis.py:1938(<genexpr>)
      102    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
      100    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/axis.py:340(_set_artist_props)
      100    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/axis.py:1495(convert_units)
      100    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/units.py:56(_is_natively_supported)
       99    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
       99    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/_methods.py:46(_sum)
       97    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:172(append)
       96    0.001    0.000    0.007    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/axis.py:1326(_get_tick_label_size)
       96    0.002    0.000    0.011    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:1426(__sub__)
       96    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:1883(inverted)
       96    0.001    0.000    0.004    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:224(<listcomp>)
       96    0.000    0.000    0.015    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:221(format_ticks)
       96    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:244(set_locs)
       96    0.001    0.000    0.019    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:706(set_locs)
       96    0.002    0.000    0.007    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:715(_compute_offset)
       96    0.001    0.000    0.005    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:754(_set_order_of_magnitude)
       96    0.002    0.000    0.006    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:788(_set_format)
       96    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:1623(raise_if_exceeds)
       96    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:1880(scale_range)
       96    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:1898(__init__)
       96    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:1919(le)
       96    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:1926(ge)
       96    0.005    0.000    0.047    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:2053(_raw_ticks)
       96    0.001    0.000    0.056    0.001 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:2113(__call__)
       96    0.001    0.000    0.051    0.001 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:2117(tick_values)
       96    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/ma/core.py:198(_recursive_fill_value)
       96    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/ma/core.py:213(_get_dtype_of)
       96    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/ma/core.py:280(_scalar_fill_value)
       96    0.001    0.000    0.002    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/ma/core.py:278(_extremum_fill_value)
       96    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/ma/core.py:1809(_check_mask_axis)
       96    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/ma/core.py:3776(filled)
       96    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       96    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1862(_nonzero_dispatcher)
       96    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1866(nonzero)
       96    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2574(_ptp_dispatcher)
       96    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2578(ptp)
       96    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/_methods.py:277(_ptp)
       96    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(nonzero)
       96    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(ptp)
       96    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:228(obj2sctype)
       96    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:433(__getitem__)
    96/90    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
       91    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:957(set_horizontalalignment)
       91    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/text.py:1195(set_verticalalignment)
       90    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/colors.py:1145(vmin)
       90    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/colors.py:1156(vmax)
       90    0.001    0.000    0.007    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/colors.py:1278(autoscale_None)
       86    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:392(bounds)
       84    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       84    2.838    0.034    2.848    0.034 {built-in method matplotlib._image.resample}
       84    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/spines.py:549(__getattr__)
       84    0.005    0.000    2.874    0.034 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/image.py:161(_resample)
       84    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/image.py:289(_get_scalar_alpha)
       84    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/image.py:751(get_interpolation)
       84    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/image.py:839(get_filternorm)
       84    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/image.py:858(get_filterrad)
    84/80    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/spines.py:200(_ensure_position_is_set)
    84/80    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/spines.py:330(get_spine_transform)
       84    0.000    0.000    0.009    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:1476(__array__)
       84    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:296(blocked)
       84    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/ma/core.py:3228(_scalar_heuristic)
       84    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/ma/core.py:3506(mask)
       84    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
       84    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       84    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
       84    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:32(seterr)
       84    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:131(geterr)
       82    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       80    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2551(kind)
       78    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:160(__len__)
       77    0.000    0.000    0.004    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/font_manager.py:943(copy)
       75    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:249(match)
    74/40    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/axes/_base.py:916(get_yaxis_transform)
       73    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:259(frozen)
       73    0.000    0.000    0.002    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:797(frozen)
       73    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:1019(minpos)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
       72    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       72    0.000    0.000    0.007    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:133(draw_path)
       72    0.006    0.000    0.006    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       72    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/spines.py:134(get_patch_transform)
       72    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/spines.py:197(get_path)
       72    0.001    0.000    0.003    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/spines.py:229(_adjust_location)
       72    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/patches.py:287(get_patch_transform)
       72    0.002    0.000    0.029    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/patches.py:606(draw)
       72    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/backend_bases.py:911(set_dashes)
       72    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/artist.py:618(get_snap)
       72    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/h5py/_hl/filters.py:349(<genexpr>)
       72    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/h5py/_hl/filters.py:389(<genexpr>)
       71    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       71    0.000    0.000    0.000    0.000 /usr/lib/python3.8/inspect.py:2539(name)
       70    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/axis.py:357(<genexpr>)
       70    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/artist.py:1138(update_from)
       66    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:31(_get_dash_pattern)
       65    0.001    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/transforms.py:1100(__init__)
       64    0.000    0.000    0.001    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/axes/_base.py:2944(_get_axis_list)
       64    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/ticker.py:183(set_axis)
       60    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       60    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       60    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/markers.py:371(_set_nothing)
       60    0.003    0.000    0.017    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:276(__init__)
       60    0.000    0.000    0.000    0.000 /home/vbundu/.local/lib/python3.8/site-packages/matplotlib/lines.py:492(set_pickradius)
